,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,trackName,artistName,genre,type,id,uri,track_href,analysis_url,sentiment_polarity,weighted_score
1052,227626.0,0.741,0.655,2.0,-7.484,1.0,0.0646,0.236,1.97e-05,0.0716,0.633,106.994,227627.0,4.0,Bombs Away,Charlotte Gainsbourg,art pop,audio_features,0wQwka6aD8i7gyhpGFNHLm,spotify:track:0wQwka6aD8i7gyhpGFNHLm,https://api.spotify.com/v1/tracks/0wQwka6aD8i7gyhpGFNHLm,https://api.spotify.com/v1/audio-analysis/0wQwka6aD8i7gyhpGFNHLm,0.0,1.1794121574870376e+16
4245,1855314.0,0.473,0.128,2.0,-12.303,1.0,0.0365,0.948,5.36e-05,0.101,0.0897,93.95,266432.0,3.0,Stoned at the Nail Salon,Lorde,art pop,audio_features,38Zs2b75JPNB2tS7O7JQnS,spotify:track:38Zs2b75JPNB2tS7O7JQnS,https://api.spotify.com/v1/tracks/38Zs2b75JPNB2tS7O7JQnS,https://api.spotify.com/v1/audio-analysis/38Zs2b75JPNB2tS7O7JQnS,0.0,6.386343369267699e+18
4921,432042.0,0.725,0.984,9.0,-1.638,1.0,0.0351,0.000718,0.895,0.372,0.931,119.983,165000.0,4.0,Why Not,Ghostface Playa,drift phonk,audio_features,4oMyggIzClkOcCTvotFLkP,spotify:track:4oMyggIzClkOcCTvotFLkP,https://api.spotify.com/v1/tracks/4oMyggIzClkOcCTvotFLkP,https://api.spotify.com/v1/audio-analysis/4oMyggIzClkOcCTvotFLkP,0.0,8.064508491021808e+16
3970,198229.0,0.812,0.974,8.0,-2.327,1.0,0.227,0.695,0.512,0.582,0.064,153.979,99748.0,4.0,Scary Garry,Kaito Shoma,drift phonk,audio_features,658QJ4p8WcbT3O7iWLpO1D,spotify:track:658QJ4p8WcbT3O7iWLpO1D,https://api.spotify.com/v1/tracks/658QJ4p8WcbT3O7iWLpO1D,https://api.spotify.com/v1/audio-analysis/658QJ4p8WcbT3O7iWLpO1D,-0.5,7789356309962989.0
3361,407449.0,0.716,0.942,1.0,-6.116,1.0,0.0565,0.000136,0.836,0.0663,0.899,167.371,135827.0,4.0,North Memphis,Pharmacist,drift phonk,audio_features,0SzDVyiiUDpuhzrphnoejr,spotify:track:0SzDVyiiUDpuhzrphnoejr,https://api.spotify.com/v1/tracks/0SzDVyiiUDpuhzrphnoejr,https://api.spotify.com/v1/audio-analysis/0SzDVyiiUDpuhzrphnoejr,0.0,6.764251844833985e+16
1568,470672.0,0.825,0.613,0.0,-6.043,1.0,0.0941,0.0158,0.391,0.159,0.511,117.052,84138.0,4.0,Disaster,KSLV Noh,drift phonk,audio_features,29e4KOBzZDOX6qnpYbjwoW,spotify:track:29e4KOBzZDOX6qnpYbjwoW,https://api.spotify.com/v1/tracks/29e4KOBzZDOX6qnpYbjwoW,https://api.spotify.com/v1/audio-analysis/29e4KOBzZDOX6qnpYbjwoW,0.0,1.0426897143690445e+17
2118,141428.0,0.853,0.706,4.0,-4.278,0.0,0.255,0.267,0.149,0.323,0.425,112.027,141429.0,4.0,HYDRA,FORGOTTENAGE,drift phonk,audio_features,1bD2Fz7BZGImZ8UYneiFkc,spotify:track:1bD2Fz7BZGImZ8UYneiFkc,https://api.spotify.com/v1/tracks/1bD2Fz7BZGImZ8UYneiFkc,https://api.spotify.com/v1/audio-analysis/1bD2Fz7BZGImZ8UYneiFkc,0.0,2828825769234752.0
4676,134889.0,0.783,0.864,11.0,-4.937,1.0,0.116,0.00138,0.00457,0.0998,0.801,119.976,136349.0,4.0,UNCOVERED KILLER,Mista Playa,drift phonk,audio_features,4PveqlRhgkZWEeiwEaQ4XS,spotify:track:4PveqlRhgkZWEeiwEaQ4XS,https://api.spotify.com/v1/tracks/4PveqlRhgkZWEeiwEaQ4XS,https://api.spotify.com/v1/audio-analysis/4PveqlRhgkZWEeiwEaQ4XS,0.0,2454311063637369.0
3530,247422.0,0.685,0.93,8.0,-4.65,1.0,0.0398,0.153,0.841,0.168,0.487,124.011,123871.0,4.0,PRINCE OF DARKNESS,SHADXWBXRN,drift phonk,audio_features,3F8ydJz1se1vIxZTRcRjIJ,spotify:track:3F8ydJz1se1vIxZTRcRjIJ,https://api.spotify.com/v1/tracks/3F8ydJz1se1vIxZTRcRjIJ,https://api.spotify.com/v1/audio-analysis/3F8ydJz1se1vIxZTRcRjIJ,0.0,1.5146592429395448e+16
3900,91821.0,0.788,0.871,6.0,-5.782,0.0,0.043,0.172,0.00164,0.115,0.401,128.195,91820.0,4.0,SUICIDE YEAR,WEEDMANE,drift phonk,audio_features,6hRvewF5MRAsqqxnNs3z2b,spotify:track:6hRvewF5MRAsqqxnNs3z2b,https://api.spotify.com/v1/tracks/6hRvewF5MRAsqqxnNs3z2b,https://api.spotify.com/v1/audio-analysis/6hRvewF5MRAsqqxnNs3z2b,0.0,774151669580661.4
1418,125479.0,0.916,0.702,0.0,-4.78,1.0,0.0362,0.00567,0.271,0.13,0.842,126.066,125719.0,4.0,DAEDALUS,Phonk Killer,drift phonk,audio_features,5OA0Crr2O5sf4vaj7WpNup,spotify:track:5OA0Crr2O5sf4vaj7WpNup,https://api.spotify.com/v1/tracks/5OA0Crr2O5sf4vaj7WpNup,https://api.spotify.com/v1/audio-analysis/5OA0Crr2O5sf4vaj7WpNup,0.0,1975664275277239.8
888,811168.0,0.706,0.91,1.0,-3.527,1.0,0.146,0.175,2e-06,0.11,0.667,126.007,107045.0,4.0,vendetta!,MUPP,drift phonk,audio_features,5Sk39LuvdwuvL84jD01Dum,spotify:track:5Sk39LuvdwuvL84jD01Dum,https://api.spotify.com/v1/tracks/5Sk39LuvdwuvL84jD01Dum,https://api.spotify.com/v1/audio-analysis/5Sk39LuvdwuvL84jD01Dum,0.0,5.337432910577336e+17
3059,100000.0,0.717,0.982,8.0,0.655,1.0,0.176,0.0268,0.274,0.327,0.801,120.021,100000.0,4.0,Massacre,CREEPYMANE,drift phonk,audio_features,17PIQKvMfby1GmaB8PcM80,spotify:track:17PIQKvMfby1GmaB8PcM80,https://api.spotify.com/v1/tracks/17PIQKvMfby1GmaB8PcM80,https://api.spotify.com/v1/audio-analysis/17PIQKvMfby1GmaB8PcM80,0.0,1000000000000000.5
352,146819.0,0.678,0.929,9.0,-2.092,1.0,0.0837,0.0104,2.84e-05,0.308,0.592,169.996,146820.0,4.0,BREAKDOWN,MC ORSEN,drift phonk,audio_features,5kls2kQ8YOqtiqOK9QqAns,spotify:track:5kls2kQ8YOqtiqOK9QqAns,https://api.spotify.com/v1/tracks/5kls2kQ8YOqtiqOK9QqAns,https://api.spotify.com/v1/audio-analysis/5kls2kQ8YOqtiqOK9QqAns,0.0,3164803754671259.0
1524,273101.0,0.73,0.757,2.0,-7.379,1.0,0.0989,0.00189,0.833,0.157,0.259,102.378,136652.0,4.0,Devil Eyes,ZODIVK,drift phonk,audio_features,04cMUwER7r2VwqMCj4kYJ9,spotify:track:04cMUwER7r2VwqMCj4kYJ9,https://api.spotify.com/v1/tracks/04cMUwER7r2VwqMCj4kYJ9,https://api.spotify.com/v1/audio-analysis/04cMUwER7r2VwqMCj4kYJ9,0.0,2.03690076426493e+16
3523,916766.0,0.853,0.851,10.0,-5.106,0.0,0.0392,0.381,0.845,0.0949,0.656,124.993,138240.0,4.0,PARADIGMA,MC ORSEN,drift phonk,audio_features,68DvHtP1MvZ1tKQpzaVWmk,spotify:track:68DvHtP1MvZ1tKQpzaVWmk,https://api.spotify.com/v1/tracks/68DvHtP1MvZ1tKQpzaVWmk,https://api.spotify.com/v1/audio-analysis/68DvHtP1MvZ1tKQpzaVWmk,0.0,7.705050595429431e+17
1784,92932.0,0.537,0.922,7.0,-3.793,1.0,0.0432,0.0434,0.609,0.284,0.339,165.0,119273.0,4.0,FULL SEND,BLXCKBUSTA,drift phonk,audio_features,1j3SmM9Z34uaIbiMr0yWOQ,spotify:track:1j3SmM9Z34uaIbiMr0yWOQ,https://api.spotify.com/v1/tracks/1j3SmM9Z34uaIbiMr0yWOQ,https://api.spotify.com/v1/audio-analysis/1j3SmM9Z34uaIbiMr0yWOQ,0.35,802593893781568.4
3513,802025.0,0.688,0.761,4.0,-4.607,0.0,0.163,0.00477,0.414,0.175,0.536,111.011,114625.0,4.0,Override,KSLV Noh,drift phonk,audio_features,6O4oKV3btLiEtOgEuplIUn,spotify:track:6O4oKV3btLiEtOgEuplIUn,https://api.spotify.com/v1/tracks/6O4oKV3btLiEtOgEuplIUn,https://api.spotify.com/v1/audio-analysis/6O4oKV3btLiEtOgEuplIUn,0.0,5.158978498037656e+17
1422,137072.0,0.7,0.975,4.0,-2.659,0.0,0.0356,0.00382,0.427,0.328,0.43,126.011,137148.0,4.0,DECIMATION,Eyez Hate U,drift phonk,audio_features,0us6HsfLfz9BpjUw7WeUXv,spotify:track:0us6HsfLfz9BpjUw7WeUXv,https://api.spotify.com/v1/tracks/0us6HsfLfz9BpjUw7WeUXv,https://api.spotify.com/v1/audio-analysis/0us6HsfLfz9BpjUw7WeUXv,0.0,2575409234997248.0
4347,118153.0,0.694,0.924,0.0,-2.218,1.0,0.0557,0.00117,0.917,0.259,0.349,124.933,118172.0,4.0,TAKE OFF,MC ORSEN,drift phonk,audio_features,6mzhtKI1sI0TkPUPbNAZaM,spotify:track:6mzhtKI1sI0TkPUPbNAZaM,https://api.spotify.com/v1/tracks/6mzhtKI1sI0TkPUPbNAZaM,https://api.spotify.com/v1/audio-analysis/6mzhtKI1sI0TkPUPbNAZaM,0.0,1649431406367577.5
1172,151804.0,0.806,0.658,5.0,-9.017,0.0,0.0505,0.34,0.772,0.0777,0.205,118.998,153277.0,4.0,CRIMINAL MANE,PRXSXNT FXTURE,drift phonk,audio_features,3W5AJtjwTqzYJWhF2iBKAE,spotify:track:3W5AJtjwTqzYJWhF2iBKAE,https://api.spotify.com/v1/tracks/3W5AJtjwTqzYJWhF2iBKAE,https://api.spotify.com/v1/audio-analysis/3W5AJtjwTqzYJWhF2iBKAE,-0.4,3498240358166464.0
2675,144906.0,0.838,0.59,7.0,-4.305,1.0,0.233,0.439,0.874,0.105,0.495,150.02,144980.0,4.0,Keraunos,PlayaPhonk,drift phonk,audio_features,5ZKyj00XSlmEoKnDGH4JZa,spotify:track:5ZKyj00XSlmEoKnDGH4JZa,https://api.spotify.com/v1/tracks/5ZKyj00XSlmEoKnDGH4JZa,https://api.spotify.com/v1/audio-analysis/5ZKyj00XSlmEoKnDGH4JZa,0.0,3042699792829416.0
1419,282867.0,0.666,0.958,0.0,-3.602,1.0,0.0455,0.273,0.931,0.0993,0.909,121.993,141639.0,4.0,DAMAGE,SHADXWBXRN,drift phonk,audio_features,2YSm6BI1oDJwBayq3ey1QG,spotify:track:2YSm6BI1oDJwBayq3ey1QG,https://api.spotify.com/v1/tracks/2YSm6BI1oDJwBayq3ey1QG,https://api.spotify.com/v1/audio-analysis/2YSm6BI1oDJwBayq3ey1QG,0.0,2.2633246504608364e+16
3532,137526.0,0.605,0.682,1.0,-6.874,1.0,0.108,0.0245,0.857,0.263,0.326,124.941,136395.0,4.0,PURE MONSTROSITY,PlayaPhonk,drift phonk,audio_features,5P9317yVhHAtnriqWrcZtJ,spotify:track:5P9317yVhHAtnriqWrcZtJ,https://api.spotify.com/v1/tracks/5P9317yVhHAtnriqWrcZtJ,https://api.spotify.com/v1/audio-analysis/5P9317yVhHAtnriqWrcZtJ,0.21428571428571427,2601084341367576.0
2746,179407.0,0.699,0.825,1.0,-6.155,1.0,0.0523,0.0892,0.931,0.0928,0.361,169.994,179407.0,4.0,LETTERS TO BANKSY,PHONK WALKER,drift phonk,audio_features,3qwlyPrjF2GJLbm7r2D2jO,spotify:track:3qwlyPrjF2GJLbm7r2D2jO,https://api.spotify.com/v1/tracks/3qwlyPrjF2GJLbm7r2D2jO,https://api.spotify.com/v1/audio-analysis/3qwlyPrjF2GJLbm7r2D2jO,0.0,5774550081932143.0
3402,30210.0,0.707,0.772,0.0,-3.273,1.0,0.109,0.000711,0.924,0.194,0.47,150.028,181604.0,4.0,OVERDO$E,Pharmacist,drift phonk,audio_features,2QUAM6GL6MpxUgMg50VUWG,spotify:track:2QUAM6GL6MpxUgMg50VUWG,https://api.spotify.com/v1/tracks/2QUAM6GL6MpxUgMg50VUWG,https://api.spotify.com/v1/audio-analysis/2QUAM6GL6MpxUgMg50VUWG,0.0,27570978261000.39
2113,104002.0,0.786,0.969,4.0,-1.463,0.0,0.316,0.389,0.0,0.652,0.822,97.472,128644.0,4.0,HIT THE GAS,gelowler,drift phonk,audio_features,7BhiI0Z3iqqblrHlEhOVge,spotify:track:7BhiI0Z3iqqblrHlEhOVge,https://api.spotify.com/v1/tracks/7BhiI0Z3iqqblrHlEhOVge,https://api.spotify.com/v1/audio-analysis/7BhiI0Z3iqqblrHlEhOVge,0.0,1124928897248008.5
2311,160000.0,0.737,0.95,6.0,1.106,0.0,0.295,0.0512,2.34e-06,0.507,0.527,134.982,160000.0,4.0,Hot Wheels,Kaito Shoma,drift phonk,audio_features,48CEuCTGBn3ynSGVx2hmEz,spotify:track:48CEuCTGBn3ynSGVx2hmEz,https://api.spotify.com/v1/tracks/48CEuCTGBn3ynSGVx2hmEz,https://api.spotify.com/v1/audio-analysis/48CEuCTGBn3ynSGVx2hmEz,0.25,4096000000000000.0
3400,155896.0,0.631,0.867,11.0,-2.441,0.0,0.234,0.0146,0.011,0.41,0.76,167.969,155897.0,4.0,OUT OF NOTHING,HXVRMXN,drift phonk,audio_features,50xbq5Z0N0W43eojJgeRLj,spotify:track:50xbq5Z0N0W43eojJgeRLj,https://api.spotify.com/v1/tracks/50xbq5Z0N0W43eojJgeRLj,https://api.spotify.com/v1/audio-analysis/50xbq5Z0N0W43eojJgeRLj,0.0,3788828228763136.0
344,181119.0,0.781,0.913,7.0,-1.689,1.0,0.0802,0.0348,8.58e-05,0.294,0.557,120.027,181120.0,4.0,BLOOD FLAME,BADTRIP MUSIC,drift phonk,audio_features,1YT2jbHmwiYLi2qxRF2F2f,spotify:track:1YT2jbHmwiYLi2qxRF2F2f,https://api.spotify.com/v1/tracks/1YT2jbHmwiYLi2qxRF2F2f,https://api.spotify.com/v1/audio-analysis/1YT2jbHmwiYLi2qxRF2F2f,0.0,5941444368108159.0
3398,290806.0,0.711,0.867,0.0,-5.749,1.0,0.246,0.000493,0.603,0.211,0.626,119.973,114031.0,4.0,OMEN,ZODIVK,drift phonk,audio_features,1odCtMNDKel26lcjCtM5FU,spotify:track:1odCtMNDKel26lcjCtM5FU,https://api.spotify.com/v1/tracks/1odCtMNDKel26lcjCtM5FU,https://api.spotify.com/v1/audio-analysis/1odCtMNDKel26lcjCtM5FU,0.0,2.4592919506926616e+16
2874,1066611.0,0.822,0.981,9.0,-1.321,1.0,0.109,0.000593,0.748,0.0938,0.404,115.005,133565.0,4.0,Live Another Day,Kordhell,drift phonk,audio_features,34lfu3S4fIcKZRNXzbdbo7,spotify:track:34lfu3S4fIcKZRNXzbdbo7,https://api.spotify.com/v1/tracks/34lfu3S4fIcKZRNXzbdbo7,https://api.spotify.com/v1/audio-analysis/34lfu3S4fIcKZRNXzbdbo7,0.13636363636363635,1.2134396306566572e+18
1980,94820.0,0.789,0.897,5.0,-1.375,0.0,0.0778,0.659,0.00013,0.629,0.105,130.015,164000.0,4.0,GODMODE,4WHEEL,drift phonk,audio_features,1EcGY9Z8fkb3ePEo00c3ME,spotify:track:1EcGY9Z8fkb3ePEo00c3ME,https://api.spotify.com/v1/tracks/1EcGY9Z8fkb3ePEo00c3ME,https://api.spotify.com/v1/audio-analysis/1EcGY9Z8fkb3ePEo00c3ME,0.0,852510728168000.2
4757,108671.0,0.768,0.858,8.0,-4.629,1.0,0.0767,0.0144,0.861,0.0829,0.522,143.56,108672.0,4.0,WARNING - Sped Up,MC ORSEN,drift phonk,audio_features,5MNfAmHvsqOliIxtwiFzsz,spotify:track:5MNfAmHvsqOliIxtwiFzsz,https://api.spotify.com/v1/tracks/5MNfAmHvsqOliIxtwiFzsz,https://api.spotify.com/v1/audio-analysis/5MNfAmHvsqOliIxtwiFzsz,0.0,1283337812195711.5
2108,324021.0,0.719,0.898,9.0,-5.328,0.0,0.0751,0.0157,0.827,0.0771,0.0353,105.006,162167.0,4.0,HEADLIGHTS FLASHES,HXVRMXN,drift phonk,audio_features,1CWlthc9rA4NwNeLu6dgP5,spotify:track:1CWlthc9rA4NwNeLu6dgP5,https://api.spotify.com/v1/tracks/1CWlthc9rA4NwNeLu6dgP5,https://api.spotify.com/v1/audio-analysis/1CWlthc9rA4NwNeLu6dgP5,0.0,3.401883791666126e+16
4357,149238.0,0.718,0.87,2.0,-6.227,1.0,0.0447,0.000178,0.234,0.0869,0.129,118.937,124034.0,4.0,TOKYO DRIFT,PRXSXNT FXTURE,drift phonk,audio_features,733RnlYLskyvWMhhzs70sy,spotify:track:733RnlYLskyvWMhhzs70sy,https://api.spotify.com/v1/tracks/733RnlYLskyvWMhhzs70sy,https://api.spotify.com/v1/audio-analysis/733RnlYLskyvWMhhzs70sy,0.0,3323825847349272.0
3697,103840.0,0.819,0.91,0.0,-6.592,1.0,0.209,0.0418,0.494,0.664,0.633,122.003,133366.0,4.0,Queen of Pain,VØJ,drift phonk,audio_features,5IJWadF9aEwG1H4iIrYyUz,spotify:track:5IJWadF9aEwG1H4iIrYyUz,https://api.spotify.com/v1/tracks/5IJWadF9aEwG1H4iIrYyUz,https://api.spotify.com/v1/audio-analysis/5IJWadF9aEwG1H4iIrYyUz,0.0,1119680303104000.4
3610,535357.0,0.805,0.816,1.0,-4.685,1.0,0.346,0.363,0.826,0.121,0.338,124.966,141343.0,4.0,Phonky Town,PlayaPhonk,drift phonk,audio_features,5mnpMkzp3Z2RCCbwIEZCbv,spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,https://api.spotify.com/v1/tracks/5mnpMkzp3Z2RCCbwIEZCbv,https://api.spotify.com/v1/audio-analysis/5mnpMkzp3Z2RCCbwIEZCbv,0.0,1.534371265761443e+17
4185,191885.0,0.866,0.667,6.0,-6.68,0.0,0.0558,0.399,0.00242,0.156,0.583,139.939,192000.0,4.0,South,HXVRMXN,drift phonk,audio_features,4CtO2AMo76k5yAeD44EUPY,spotify:track:4CtO2AMo76k5yAeD44EUPY,https://api.spotify.com/v1/tracks/4CtO2AMo76k5yAeD44EUPY,https://api.spotify.com/v1/audio-analysis/4CtO2AMo76k5yAeD44EUPY,0.0,7065177536079125.0
2304,111095.0,0.793,0.978,1.0,-1.523,1.0,0.0296,0.0666,0.474,0.103,0.793,128.079,112500.0,4.0,Hope,CREEPYMANE,drift phonk,audio_features,0nKDuouk9A0q5Dk5TLdHgi,spotify:track:0nKDuouk9A0q5Dk5TLdHgi,https://api.spotify.com/v1/tracks/0nKDuouk9A0q5Dk5TLdHgi,https://api.spotify.com/v1/audio-analysis/0nKDuouk9A0q5Dk5TLdHgi,0.0,1371145491182375.8
3709,177951.0,0.752,0.971,7.0,-1.591,0.0,0.052,0.0393,0.63,0.0916,0.164,108.01,177951.0,4.0,RUNWAY,HXVRMXN,drift phonk,audio_features,1YV1mdDQny0j3q1x7GZ6H6,spotify:track:1YV1mdDQny0j3q1x7GZ6H6,https://api.spotify.com/v1/tracks/1YV1mdDQny0j3q1x7GZ6H6,https://api.spotify.com/v1/audio-analysis/1YV1mdDQny0j3q1x7GZ6H6,0.0,5635095734016351.0
1170,515667.0,0.732,0.994,7.0,-4.159,1.0,0.351,0.00414,0.38,0.0851,0.648,186.026,129032.0,4.0,COURAGE,SHADXWBXRN,drift phonk,audio_features,56kfvPwk9KARklFwz5jwjJ,spotify:track:56kfvPwk9KARklFwz5jwjJ,https://api.spotify.com/v1/tracks/56kfvPwk9KARklFwz5jwjJ,https://api.spotify.com/v1/audio-analysis/56kfvPwk9KARklFwz5jwjJ,0.0,1.3712227787524597e+17
1171,521617.0,0.747,0.801,2.0,-5.826,1.0,0.334,0.0287,2.97e-05,0.441,0.707,167.077,149461.0,4.0,COWBELL WARRIOR!,Sxmpra,drift phonk,audio_features,4eDE92gbf1iKImxBIKS64V,spotify:track:4eDE92gbf1iKImxBIKS64V,https://api.spotify.com/v1/tracks/4eDE92gbf1iKImxBIKS64V,https://api.spotify.com/v1/audio-analysis/4eDE92gbf1iKImxBIKS64V,0.0,1.4192379354279211e+17
3223,159610.0,0.598,0.994,2.0,-0.89,1.0,0.404,0.00364,0.0617,0.397,0.151,151.135,115200.0,4.0,Murder In My Mind - Sped Up,Kordhell,drift phonk,audio_features,3T56drS7FjnZgGcOAHlXzx,spotify:track:3T56drS7FjnZgGcOAHlXzx,https://api.spotify.com/v1/tracks/3T56drS7FjnZgGcOAHlXzx,https://api.spotify.com/v1/audio-analysis/3T56drS7FjnZgGcOAHlXzx,0.0,4066120948681000.0
1514,8899.0,0.646,0.708,3.0,-5.875,0.0,0.065,0.0145,0.781,0.35,0.382,128.011,144136.0,4.0,Destination,VØJ,drift phonk,audio_features,4QQyXwqvTF9oByQlSmWhCc,spotify:track:4QQyXwqvTF9oByQlSmWhCc,https://api.spotify.com/v1/tracks/4QQyXwqvTF9oByQlSmWhCc,https://api.spotify.com/v1/audio-analysis/4QQyXwqvTF9oByQlSmWhCc,0.0,704731396699.3472
1425,226118.0,0.88,0.712,7.0,-4.27,1.0,0.0795,0.145,0.936,0.162,0.615,131.983,113187.0,4.0,DEVIL SOUL,Phonk Killer,drift phonk,audio_features,7t0OaHwReZjPuEBImsRwvX,spotify:track:7t0OaHwReZjPuEBImsRwvX,https://api.spotify.com/v1/tracks/7t0OaHwReZjPuEBImsRwvX,https://api.spotify.com/v1/audio-analysis/7t0OaHwReZjPuEBImsRwvX,0.0,1.1561266346115032e+16
1677,116844.0,0.754,0.866,11.0,-5.115,0.0,0.0445,0.000116,0.0756,0.48,0.123,122.007,118053.0,4.0,ETERNAL NIGHT,SXULCVTCHER,drift phonk,audio_features,1yAZgqemZMdzkxFsETP2Wr,spotify:track:1yAZgqemZMdzkxFsETP2Wr,https://api.spotify.com/v1/tracks/1yAZgqemZMdzkxFsETP2Wr,https://api.spotify.com/v1/audio-analysis/1yAZgqemZMdzkxFsETP2Wr,0.0,1595215086139584.5
889,91582.0,0.654,0.944,1.0,-3.207,1.0,0.223,0.207,2.01e-06,0.126,0.632,147.308,91582.0,4.0,vendetta! - sped up,MUPP,drift phonk,audio_features,0D45ixbwxjkT4S7V1kpt5y,spotify:track:0D45ixbwxjkT4S7V1kpt5y,https://api.spotify.com/v1/tracks/0D45ixbwxjkT4S7V1kpt5y,https://api.spotify.com/v1/audio-analysis/0D45ixbwxjkT4S7V1kpt5y,0.0,768122294789368.5
880,174175.0,0.483,0.531,4.0,-10.091,0.0,0.0604,0.0582,0.906,0.111,0.0973,123.942,174299.0,4.0,u.,niteboi,drift phonk,audio_features,3bwIVaOlLSX4rInoLgB3uX,spotify:track:3bwIVaOlLSX4rInoLgB3uX,https://api.spotify.com/v1/tracks/3bwIVaOlLSX4rInoLgB3uX,https://api.spotify.com/v1/audio-analysis/3bwIVaOlLSX4rInoLgB3uX,0.0,5283934891609375.0
3931,1718410.0,0.502,0.37,0.0,-12.129,0.0,0.0288,0.231,0.866,0.0699,0.0392,183.41,214894.0,4.0,Sahara - Slowed,Hensonn,drift phonk,audio_features,0gzcUqFgJrqyfXdkF8xkhk,spotify:track:0gzcUqFgJrqyfXdkF8xkhk,https://api.spotify.com/v1/tracks/0gzcUqFgJrqyfXdkF8xkhk,https://api.spotify.com/v1/audio-analysis/0gzcUqFgJrqyfXdkF8xkhk,0.0,5.07434947297632e+18
4354,220181.0,0.633,0.926,9.0,-3.054,1.0,0.044,0.000223,0.816,0.12,0.373,117.997,132203.0,4.0,THERMAL IMAGER,HIDEOUS MORBID,drift phonk,audio_features,3fCpTMcx08K4ML0zEJ1t6c,spotify:track:3fCpTMcx08K4ML0zEJ1t6c,https://api.spotify.com/v1/tracks/3fCpTMcx08K4ML0zEJ1t6c,https://api.spotify.com/v1/audio-analysis/3fCpTMcx08K4ML0zEJ1t6c,0.0,1.067430282818974e+16
3702,1131215.0,0.716,0.748,8.0,-6.06,1.0,0.0356,0.235,0.849,0.114,0.338,119.918,169245.0,4.0,RAVE,Dxrk ダーク,drift phonk,audio_features,01kfSdF9zfcDLri5sSWEoL,spotify:track:01kfSdF9zfcDLri5sSWEoL,https://api.spotify.com/v1/tracks/01kfSdF9zfcDLri5sSWEoL,https://api.spotify.com/v1/audio-analysis/01kfSdF9zfcDLri5sSWEoL,0.0,1.4475563066963633e+18
1329,479337.0,0.436,0.938,2.0,-3.534,1.0,0.0917,0.000521,0.00907,0.344,0.131,149.993,272951.0,4.0,Cold Hearted,Seven Lions,brostep,audio_features,1M4WM9HnZSTtjbdBMlOeJk,spotify:track:1M4WM9HnZSTtjbdBMlOeJk,https://api.spotify.com/v1/tracks/1M4WM9HnZSTtjbdBMlOeJk,https://api.spotify.com/v1/audio-analysis/1M4WM9HnZSTtjbdBMlOeJk,-0.6,1.1013436708792576e+17
4305,334246.0,0.487,0.669,9.0,-6.473,1.0,0.232,0.0145,0.00349,0.102,0.0573,172.026,167253.0,3.0,"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",Skrillex,brostep,audio_features,7gCuKTyBb5nurNalzs0Hvp,spotify:track:7gCuKTyBb5nurNalzs0Hvp,https://api.spotify.com/v1/tracks/7gCuKTyBb5nurNalzs0Hvp,https://api.spotify.com/v1/audio-analysis/7gCuKTyBb5nurNalzs0Hvp,0.0,3.7342092979918936e+16
3822,567997.0,0.713,0.971,0.0,-1.264,1.0,0.381,0.00228,2.05e-05,0.242,0.676,128.064,284130.0,4.0,Rock 'n' Roll (Will Take You to the Mountain),Skrillex,brostep,audio_features,2TkoUq8sPXmc4KYzKBiTWT,spotify:track:2TkoUq8sPXmc4KYzKBiTWT,https://api.spotify.com/v1/tracks/2TkoUq8sPXmc4KYzKBiTWT,https://api.spotify.com/v1/audio-analysis/2TkoUq8sPXmc4KYzKBiTWT,0.0,1.8324752839933597e+17
474,0.0,0.536,0.782,2.0,-3.164,0.0,0.0539,0.0498,0.00914,0.0773,0.183,150.131,291635.0,4.0,Better Off Alone,Kai Wachi,brostep,audio_features,6wPBOv9UlysxoASQgRPPkU,spotify:track:6wPBOv9UlysxoASQgRPPkU,https://api.spotify.com/v1/tracks/6wPBOv9UlysxoASQgRPPkU,https://api.spotify.com/v1/audio-analysis/6wPBOv9UlysxoASQgRPPkU,0.5,0.3002000000000001
2938,213463.0,0.246,0.539,7.0,-6.327,1.0,0.0408,0.0104,0.000132,0.094,0.194,153.597,213463.0,4.0,Love Is Gone - Danny Olson Remix,SLANDER,brostep,audio_features,3q31VHrRCF6slDPd4VIkRn,spotify:track:3q31VHrRCF6slDPd4VIkRn,https://api.spotify.com/v1/tracks/3q31VHrRCF6slDPd4VIkRn,https://api.spotify.com/v1/audio-analysis/3q31VHrRCF6slDPd4VIkRn,0.5,9726751622043846.0
2117,501455.0,0.901,0.934,11.0,-2.345,1.0,0.273,0.00794,7.68e-05,0.194,0.868,150.037,156800.0,4.0,HUMBLE. - SKRILLEX REMIX,Skrillex,brostep,audio_features,65ES1qwOB577ZnTkizMXJJ,spotify:track:65ES1qwOB577ZnTkizMXJJ,https://api.spotify.com/v1/tracks/65ES1qwOB577ZnTkizMXJJ,https://api.spotify.com/v1/audio-analysis/65ES1qwOB577ZnTkizMXJJ,-0.2,1.2609442861777138e+17
