,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,trackName,artistName,genre,type,id,uri,track_href,analysis_url,sentiment_polarity,weighted_score
2724,6553.0,0.715,0.209,2.0,-18.411,1.0,0.0385,0.975,0.689,0.184,0.597,115.011,133697.0,4.0,Konoha Peace (Naruto) - Lofi Version,Shoyo,anime lo-fi,audio_features,025Vhjjp9208xPOBcU6pwQ,spotify:track:025Vhjjp9208xPOBcU6pwQ,https://api.spotify.com/v1/tracks/025Vhjjp9208xPOBcU6pwQ,https://api.spotify.com/v1/audio-analysis/025Vhjjp9208xPOBcU6pwQ,0.0,281397674377.3042
2725,2003.0,0.755,0.295,2.0,-23.411,1.0,0.077,0.931,0.881,0.101,0.349,110.027,117569.0,4.0,Konoha Peace - From Naruto,Prayathna,anime lo-fi,audio_features,5hqCTHwJwHMO35tbqHObFZ,spotify:track:5hqCTHwJwHMO35tbqHObFZ,https://api.spotify.com/v1/tracks/5hqCTHwJwHMO35tbqHObFZ,https://api.spotify.com/v1/audio-analysis/5hqCTHwJwHMO35tbqHObFZ,0.0,8036054027.2798
791,300464.0,0.549,0.06,6.0,-20.541,1.0,0.0329,0.917,0.94,0.339,0.0603,64.556,150233.0,4.0,nightgleam,Kainbeats,anime lo-fi,audio_features,56YKEy2qCXc3jSvg30pbk0,spotify:track:56YKEy2qCXc3jSvg30pbk0,https://api.spotify.com/v1/tracks/56YKEy2qCXc3jSvg30pbk0,https://api.spotify.com/v1/audio-analysis/56YKEy2qCXc3jSvg30pbk0,0.0,2.7125473866297344e+16
4093,407646.0,0.597,0.136,0.0,-24.173,0.0,0.0366,0.984,0.889,0.248,0.115,135.954,135882.0,4.0,Sleep,Linearwave,anime lo-fi,audio_features,3PqLgEajwUigmiLmWCqZij,spotify:track:3PqLgEajwUigmiLmWCqZij,https://api.spotify.com/v1/tracks/3PqLgEajwUigmiLmWCqZij,https://api.spotify.com/v1/audio-analysis/3PqLgEajwUigmiLmWCqZij,0.0,6.7740680574422136e+16
4706,120000.0,0.386,0.202,9.0,-16.954,0.0,0.0349,0.887,0.494,0.0915,0.053,82.642,120000.0,5.0,Unspoken Words,Jordy Chandra,anime lo-fi,audio_features,32PhjU1DfXj2QkmvH5SleQ,spotify:track:32PhjU1DfXj2QkmvH5SleQ,https://api.spotify.com/v1/tracks/32PhjU1DfXj2QkmvH5SleQ,https://api.spotify.com/v1/audio-analysis/32PhjU1DfXj2QkmvH5SleQ,0.0,1728000000000000.0
1634,104000.0,0.616,0.274,3.0,-17.582,1.0,0.0979,0.887,0.755,0.363,0.126,120.066,104000.0,4.0,Dragonspine Snow (LoFi),Jordy Chandra,anime lo-fi,audio_features,2LdnFncm1dBrb0huwAuAct,spotify:track:2LdnFncm1dBrb0huwAuAct,https://api.spotify.com/v1/tracks/2LdnFncm1dBrb0huwAuAct,https://api.spotify.com/v1/audio-analysis/2LdnFncm1dBrb0huwAuAct,0.0,1124864000000000.1
2594,110518.0,0.691,0.414,9.0,-13.168,0.0,0.0357,0.978,0.937,0.283,0.319,139.996,110518.0,4.0,Jiyū,Linearwave,anime lo-fi,audio_features,0jPFyaLzyApdcr23f2GICv,spotify:track:0jPFyaLzyApdcr23f2GICv,https://api.spotify.com/v1/tracks/0jPFyaLzyApdcr23f2GICv,https://api.spotify.com/v1/audio-analysis/0jPFyaLzyApdcr23f2GICv,0.0,1349892085911832.2
2029,57893.0,0.667,0.0391,7.0,-26.257,1.0,0.0831,0.994,0.969,0.113,0.366,100.093,58042.0,3.0,Girei Piano (Pain's Theme),Kato,anime lo-fi,audio_features,1Dwfszy0pjd663dffKTFLh,spotify:track:1Dwfszy0pjd663dffKTFLh,https://api.spotify.com/v1/tracks/1Dwfszy0pjd663dffKTFLh,https://api.spotify.com/v1/audio-analysis/1Dwfszy0pjd663dffKTFLh,0.0,194034146900957.2
1155,53091.0,0.627,0.0215,11.0,-25.243,0.0,0.0969,0.995,0.92,0.141,0.0868,111.461,46737.0,4.0,Byakuya,Kato,anime lo-fi,audio_features,1W6qdSZIZvHRZRz5NbNIq1,spotify:track:1W6qdSZIZvHRZRz5NbNIq1,https://api.spotify.com/v1/tracks/1W6qdSZIZvHRZRz5NbNIq1,https://api.spotify.com/v1/audio-analysis/1W6qdSZIZvHRZRz5NbNIq1,0.0,149645174432571.16
318,141185.0,0.574,0.184,11.0,-19.535,1.0,0.0388,0.808,0.938,0.137,0.182,136.114,141186.0,4.0,Atlantis,Kainbeats,anime lo-fi,audio_features,6bRkfUjCF4vSb1n9Vgj1Wj,spotify:track:6bRkfUjCF4vSb1n9Vgj1Wj,https://api.spotify.com/v1/tracks/6bRkfUjCF4vSb1n9Vgj1Wj,https://api.spotify.com/v1/audio-analysis/6bRkfUjCF4vSb1n9Vgj1Wj,0.0,2814269438506625.0
1462,251120.0,0.593,0.658,8.0,-8.393,0.0,0.0364,0.0118,0.0204,0.137,0.422,135.053,251120.0,4.0,Daniel,Bat For Lashes,art pop,audio_features,5VvsZvy1mwx4teyvI7O9rs,spotify:track:5VvsZvy1mwx4teyvI7O9rs,https://api.spotify.com/v1/tracks/5VvsZvy1mwx4teyvI7O9rs,https://api.spotify.com/v1/audio-analysis/5VvsZvy1mwx4teyvI7O9rs,0.0,1.5835942204928e+16
1249,220551.0,0.633,0.682,1.0,-10.343,1.0,0.0295,0.00683,0.201,0.102,0.173,131.008,220551.0,4.0,Change The Paradigm,Austra,art pop,audio_features,5a98u76nZcFgGrejxnh3LV,spotify:track:5a98u76nZcFgGrejxnh3LV,https://api.spotify.com/v1/tracks/5a98u76nZcFgGrejxnh3LV,https://api.spotify.com/v1/audio-analysis/5a98u76nZcFgGrejxnh3LV,0.0,1.0728205743944152e+16
1537,212549.0,0.257,0.381,3.0,-10.62,1.0,0.0368,0.828,0.00121,0.135,0.264,73.687,212550.0,4.0,Die 4 You,Perfume Genius,art pop,audio_features,2OBY3aeK3P2iiB6tkuanRz,spotify:track:2OBY3aeK3P2iiB6tkuanRz,https://api.spotify.com/v1/tracks/2OBY3aeK3P2iiB6tkuanRz,https://api.spotify.com/v1/audio-analysis/2OBY3aeK3P2iiB6tkuanRz,0.0,9602342624505148.0
4533,256053.0,0.798,0.56,1.0,-6.574,1.0,0.0469,0.317,0.000292,0.133,0.571,106.971,256053.0,4.0,The walker,Christine and the Queens,art pop,audio_features,5nTGyhsQmk8NHlg71ZEmmo,spotify:track:5nTGyhsQmk8NHlg71ZEmmo,https://api.spotify.com/v1/tracks/5nTGyhsQmk8NHlg71ZEmmo,https://api.spotify.com/v1/audio-analysis/5nTGyhsQmk8NHlg71ZEmmo,0.0,1.6787638381460876e+16
2766,256053.0,0.821,0.578,1.0,-6.566,1.0,0.0487,0.384,5.92e-05,0.139,0.517,107.02,256053.0,4.0,La marcheuse,Christine and the Queens,art pop,audio_features,5IV5Wh6hdncGcsnbVhhVug,spotify:track:5IV5Wh6hdncGcsnbVhhVug,https://api.spotify.com/v1/tracks/5IV5Wh6hdncGcsnbVhhVug,https://api.spotify.com/v1/audio-analysis/5IV5Wh6hdncGcsnbVhhVug,0.0,1.6787638381460876e+16
2685,208613.0,0.472,0.526,1.0,-10.987,1.0,0.0306,0.524,0.0056,0.0856,0.258,138.933,208613.0,4.0,Kids In The Dark,Bat For Lashes,art pop,audio_features,0uHt238vV35Ulgwmw4A0PI,spotify:track:0uHt238vV35Ulgwmw4A0PI,https://api.spotify.com/v1/tracks/0uHt238vV35Ulgwmw4A0PI,https://api.spotify.com/v1/audio-analysis/0uHt238vV35Ulgwmw4A0PI,-0.15,9078709206202396.0
203,286333.0,0.481,0.49,6.0,-10.098,1.0,0.0271,0.0536,0.123,0.0915,0.0378,152.04,287000.0,4.0,All Is Full Of Love,Björk,art pop,audio_features,3rrtbnOBDzKQfyYKTezEFe,spotify:track:3rrtbnOBDzKQfyYKTezEFe,https://api.spotify.com/v1/tracks/3rrtbnOBDzKQfyYKTezEFe,https://api.spotify.com/v1/audio-analysis/3rrtbnOBDzKQfyYKTezEFe,0.425,2.3475465383688036e+16
4816,378588.0,0.444,0.26,7.0,-10.045,1.0,0.0316,0.964,0.0815,0.125,0.121,120.443,211613.0,4.0,Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,art pop,audio_features,1G1R0XgChe18Zr1o6tlmN6,spotify:track:1G1R0XgChe18Zr1o6tlmN6,https://api.spotify.com/v1/tracks/1G1R0XgChe18Zr1o6tlmN6,https://api.spotify.com/v1/audio-analysis/1G1R0XgChe18Zr1o6tlmN6,0.375,5.426259165299347e+16
3640,501116.0,0.851,0.806,4.0,-4.62,1.0,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200.0,4.0,Poker Face,Lady Gaga,art pop,audio_features,5R8dQOPq8haW94K7mgERlO,spotify:track:5R8dQOPq8haW94K7mgERlO,https://api.spotify.com/v1/tracks/5R8dQOPq8haW94K7mgERlO,https://api.spotify.com/v1/audio-analysis/5R8dQOPq8haW94K7mgERlO,0.0,1.258388695739289e+17
4972,1015003.0,0.325,0.271,7.0,-8.069,1.0,0.0418,0.73,0.0,0.301,0.279,71.855,216611.0,4.0,Writer In The Dark,Lorde,art pop,audio_features,193Dm5SqYy3hTSbuzxbwKc,spotify:track:193Dm5SqYy3hTSbuzxbwKc,https://api.spotify.com/v1/tracks/193Dm5SqYy3hTSbuzxbwKc,https://api.spotify.com/v1/audio-analysis/193Dm5SqYy3hTSbuzxbwKc,-0.15,1.045687647052405e+18
1062,179810.0,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933.0,4.0,Bored,Billie Eilish,art pop,audio_features,04sN26COy28wTXYj3dMoiZ,spotify:track:04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/tracks/04sN26COy28wTXYj3dMoiZ,https://api.spotify.com/v1/audio-analysis/04sN26COy28wTXYj3dMoiZ,-0.5,5813551487141000.0
2868,256480.0,0.521,0.304,5.0,-11.338,1.0,0.0284,0.573,0.00971,0.137,0.0898,109.903,256480.0,4.0,Little Boy In The Grass,AURORA,art pop,audio_features,5lQCrJ5urojTodkeqdSyol,spotify:track:5lQCrJ5urojTodkeqdSyol,https://api.spotify.com/v1/tracks/5lQCrJ5urojTodkeqdSyol,https://api.spotify.com/v1/audio-analysis/5lQCrJ5urojTodkeqdSyol,-0.1875,1.6871764897792e+16
4424,216448.0,0.387,0.135,7.0,-14.398,1.0,0.051,0.929,0.0,0.0948,0.21,82.987,216448.0,4.0,The 30th,Billie Eilish,art pop,audio_features,5SHpuW2qjkQtFRpE6P9Nks,spotify:track:5SHpuW2qjkQtFRpE6P9Nks,https://api.spotify.com/v1/tracks/5SHpuW2qjkQtFRpE6P9Nks,https://api.spotify.com/v1/audio-analysis/5SHpuW2qjkQtFRpE6P9Nks,0.0,1.0140531810107392e+16
3849,89537.0,0.674,0.428,7.0,-9.504,1.0,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,4.0,Royals,Lorde,art pop,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,0.0,717806880377153.4
4102,165329.0,0.603,0.509,1.0,-6.824,1.0,0.0311,0.374,2.91e-05,0.0627,0.572,136.592,165330.0,4.0,Slip Away,Perfume Genius,art pop,audio_features,13yxz52EwElyue9PLrqcZY,spotify:track:13yxz52EwElyue9PLrqcZY,https://api.spotify.com/v1/tracks/13yxz52EwElyue9PLrqcZY,https://api.spotify.com/v1/audio-analysis/13yxz52EwElyue9PLrqcZY,0.0,4519049689906289.0
3216,2443003.0,0.086,0.362,7.0,-8.932,0.0,0.0347,0.636,0.404,0.106,0.089,71.398,353732.0,4.0,Movies,Weyes Blood,art pop,audio_features,6f4itfvWzS59Qu7JWorhxn,spotify:track:6f4itfvWzS59Qu7JWorhxn,https://api.spotify.com/v1/tracks/6f4itfvWzS59Qu7JWorhxn,https://api.spotify.com/v1/audio-analysis/6f4itfvWzS59Qu7JWorhxn,0.0,1.4580486021306962e+19
2162,218293.0,0.685,0.0685,9.0,-14.801,0.0,0.0448,0.988,6.63e-05,0.12,0.288,100.125,218293.0,4.0,Hate,Cat Power,art pop,audio_features,3j7jqLb7VJeWm2AL7kPeTb,spotify:track:3j7jqLb7VJeWm2AL7kPeTb,https://api.spotify.com/v1/tracks/3j7jqLb7VJeWm2AL7kPeTb,https://api.spotify.com/v1/audio-analysis/3j7jqLb7VJeWm2AL7kPeTb,-0.8,1.0402061766399756e+16
395,294458.0,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,4.0,Bad Romance,Lady Gaga,art pop,audio_features,0SiywuOBRcynK0uKGWdCnn,spotify:track:0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/tracks/0SiywuOBRcynK0uKGWdCnn,https://api.spotify.com/v1/audio-analysis/0SiywuOBRcynK0uKGWdCnn,-0.6999999999999998,2.553113217191991e+16
1767,707632.0,0.428,0.357,9.0,-9.96,1.0,0.0281,0.787,0.00296,0.0809,0.286,145.675,252717.0,4.0,Exist For Love,AURORA,art pop,audio_features,09fAL7YwPV3YzVmQDzLY8d,spotify:track:09fAL7YwPV3YzVmQDzLY8d,https://api.spotify.com/v1/tracks/09fAL7YwPV3YzVmQDzLY8d,https://api.spotify.com/v1/audio-analysis/09fAL7YwPV3YzVmQDzLY8d,0.5,3.5434180413474e+17
4190,95558.0,0.508,0.792,0.0,-7.311,0.0,0.0297,0.229,0.124,0.145,0.601,147.067,320467.0,4.0,Space Song,Beach House,art pop,audio_features,7H0ya83CMmgFcOhw0UB6ow,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,0.0,872571762481112.4
1351,364666.0,0.543,0.928,0.0,-5.206,1.0,0.0755,0.000329,0.567,0.0328,0.358,120.102,182333.0,4.0,Comeback Kid,Sharon Van Etten,art pop,audio_features,1Qpyt7U1yu4tfuJc4LKuzF,spotify:track:1Qpyt7U1yu4tfuJc4LKuzF,https://api.spotify.com/v1/tracks/1Qpyt7U1yu4tfuJc4LKuzF,https://api.spotify.com/v1/audio-analysis/1Qpyt7U1yu4tfuJc4LKuzF,0.0,4.8493755666560296e+16
61,208293.0,0.726,0.654,2.0,-6.201,1.0,0.0423,0.424,0.0,0.0668,0.624,129.013,208293.0,4.0,5 dollars,Christine and the Queens,art pop,audio_features,5KO53tfiVN6daF4w6twc63,spotify:track:5KO53tfiVN6daF4w6twc63,https://api.spotify.com/v1/tracks/5KO53tfiVN6daF4w6twc63,https://api.spotify.com/v1/audio-analysis/5KO53tfiVN6daF4w6twc63,0.0,9036994650929756.0
4005,119092.0,0.538,0.774,5.0,-7.359,1.0,0.0484,0.0164,0.265,0.0685,0.249,127.107,265920.0,4.0,Seventeen,Sharon Van Etten,art pop,audio_features,5jZoYp0P8ML7AxkS3tQz3j,spotify:track:5jZoYp0P8ML7AxkS3tQz3j,https://api.spotify.com/v1/tracks/5jZoYp0P8ML7AxkS3tQz3j,https://api.spotify.com/v1/audio-analysis/5jZoYp0P8ML7AxkS3tQz3j,0.0,1689070458426688.2
3210,262106.0,0.507,0.737,7.0,-6.332,1.0,0.0624,0.15,0.159,0.122,0.441,128.015,262107.0,4.0,Mourning Sound,Grizzly Bear,art pop,audio_features,0szSOfZVM3G5mWI1ogQjr7,spotify:track:0szSOfZVM3G5mWI1ogQjr7,https://api.spotify.com/v1/tracks/0szSOfZVM3G5mWI1ogQjr7,https://api.spotify.com/v1/audio-analysis/0szSOfZVM3G5mWI1ogQjr7,0.4,1.8006565624687016e+16
4266,518156.0,0.57,0.895,0.0,-4.097,1.0,0.0255,0.0105,0.00111,0.0978,0.363,99.991,217333.0,4.0,Such a Remarkable Day,Charlotte Gainsbourg,art pop,audio_features,3pilFnaQo0TguWvkOrmrNO,spotify:track:3pilFnaQo0TguWvkOrmrNO,https://api.spotify.com/v1/tracks/3pilFnaQo0TguWvkOrmrNO,https://api.spotify.com/v1/audio-analysis/3pilFnaQo0TguWvkOrmrNO,0.375,1.3911744545394042e+17
3861,629065.0,0.459,0.276,11.0,-10.339,1.0,0.036,0.63,9.5e-05,0.104,0.128,114.169,248827.0,4.0,Runaway,AURORA,art pop,audio_features,23rdcrD0Eky4vYn2TZidxJ,spotify:track:23rdcrD0Eky4vYn2TZidxJ,https://api.spotify.com/v1/tracks/23rdcrD0Eky4vYn2TZidxJ,https://api.spotify.com/v1/audio-analysis/23rdcrD0Eky4vYn2TZidxJ,0.0,2.4893534696784963e+17
3982,130542.0,0.514,0.615,5.0,-6.44,0.0,0.0326,0.011,0.06,0.222,0.133,140.039,251217.0,4.0,Scripture,Eartheater,art pop,audio_features,1GG23RRVNQiPbzEY8cBXNG,spotify:track:1GG23RRVNQiPbzEY8cBXNG,https://api.spotify.com/v1/tracks/1GG23RRVNQiPbzEY8cBXNG,https://api.spotify.com/v1/audio-analysis/1GG23RRVNQiPbzEY8cBXNG,0.0,2224594127180088.0
1412,6625520.0,0.726,0.738,6.0,-6.589,0.0,0.0602,0.102,2.17e-05,0.0882,0.414,115.904,201640.0,4.0,Cure For Me,AURORA,art pop,audio_features,33WTgxRdPBQQpVCMXpNxhO,spotify:track:33WTgxRdPBQQpVCMXpNxhO,https://api.spotify.com/v1/tracks/33WTgxRdPBQQpVCMXpNxhO,https://api.spotify.com/v1/audio-analysis/33WTgxRdPBQQpVCMXpNxhO,0.0,2.908438653743406e+20
2428,236374.0,0.817,0.566,7.0,-6.928,1.0,0.0366,0.0474,0.0265,0.0816,0.372,119.986,236375.0,4.0,I disappear in your arms,Christine and the Queens,art pop,audio_features,5Z6hPYs0yG1lZrQ2SbD4bM,spotify:track:5Z6hPYs0yG1lZrQ2SbD4bM,https://api.spotify.com/v1/tracks/5Z6hPYs0yG1lZrQ2SbD4bM,https://api.spotify.com/v1/audio-analysis/5Z6hPYs0yG1lZrQ2SbD4bM,0.0,1.3206845996521624e+16
4333,267893.0,0.628,0.647,2.0,-4.033,1.0,0.035,0.00939,2.78e-05,0.0783,0.408,105.011,267893.0,4.0,Sylvia Says,Charlotte Gainsbourg,art pop,audio_features,0viGNEvWIcKNDQQIRp5kQn,spotify:track:0viGNEvWIcKNDQQIRp5kQn,https://api.spotify.com/v1/tracks/0viGNEvWIcKNDQQIRp5kQn,https://api.spotify.com/v1/audio-analysis/0viGNEvWIcKNDQQIRp5kQn,0.0,1.9225785699770956e+16
763,1041219.0,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,4.0,lovely (with Khalid),Billie Eilish,art pop,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,0.5,1.1288240492097065e+18
5038,988224.0,0.632,0.284,9.0,-14.025,0.0,0.0801,0.932,0.000476,0.233,0.208,129.642,245897.0,4.0,Your Power,Billie Eilish,art pop,audio_features,042Sl6Mn83JHyLEqdK7uI0,spotify:track:042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/tracks/042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/audio-analysis/042Sl6Mn83JHyLEqdK7uI0,0.0,9.650863895009034e+17
2070,160666.0,0.817,0.839,7.0,-5.337,0.0,0.0761,0.0806,1.26e-05,0.119,0.548,123.982,160667.0,4.0,Good Ones - THAT KIND Remix,Charli XCX,art pop,audio_features,1LHhEn432gLhN8tHz19uoE,spotify:track:1LHhEn432gLhN8tHz19uoE,https://api.spotify.com/v1/tracks/1LHhEn432gLhN8tHz19uoE,https://api.spotify.com/v1/audio-analysis/1LHhEn432gLhN8tHz19uoE,0.6499999999999999,4147362002288296.0
3589,521752.0,0.627,0.378,1.0,-9.1,0.0,0.0382,0.253,0.000104,0.143,0.221,77.982,260877.0,4.0,"People, I've been sad",Christine and the Queens,art pop,audio_features,2rWeNybwVZTWEbkb9JOjcz,spotify:track:2rWeNybwVZTWEbkb9JOjcz,https://api.spotify.com/v1/tracks/2rWeNybwVZTWEbkb9JOjcz,https://api.spotify.com/v1/audio-analysis/2rWeNybwVZTWEbkb9JOjcz,-0.5,1.42034016204011e+17
4444,178640.0,0.332,0.234,10.0,-11.823,1.0,0.0277,0.793,0.00375,0.187,0.256,93.992,178640.0,3.0,The End of the World,Sharon Van Etten,art pop,audio_features,0Sg9bWEaPtDO2JE7qwcMvy,spotify:track:0Sg9bWEaPtDO2JE7qwcMvy,https://api.spotify.com/v1/tracks/0Sg9bWEaPtDO2JE7qwcMvy,https://api.spotify.com/v1/audio-analysis/0Sg9bWEaPtDO2JE7qwcMvy,0.0,5700804268544000.0
2235,292290.0,0.386,0.491,0.0,-7.908,1.0,0.0343,0.0106,0.823,0.104,0.369,142.705,292290.0,4.0,Hey Joe,Charlotte Gainsbourg,art pop,audio_features,0bqKOk2BCDzDB6N8kCu9gt,spotify:track:0bqKOk2BCDzDB6N8kCu9gt,https://api.spotify.com/v1/tracks/0bqKOk2BCDzDB6N8kCu9gt,https://api.spotify.com/v1/audio-analysis/0bqKOk2BCDzDB6N8kCu9gt,0.0,2.4971341375989e+16
3786,218720.0,0.629,0.538,9.0,-13.242,0.0,0.0438,0.865,0.0268,0.0977,0.363,91.988,218720.0,4.0,Rest,Charlotte Gainsbourg,art pop,audio_features,3tayEO7e0Cv953xKHC1WvP,spotify:track:3tayEO7e0Cv953xKHC1WvP,https://api.spotify.com/v1/tracks/3tayEO7e0Cv953xKHC1WvP,https://api.spotify.com/v1/audio-analysis/3tayEO7e0Cv953xKHC1WvP,0.0,1.0463223246848e+16
2610,314080.0,0.324,0.495,6.0,-10.625,1.0,0.0398,0.0171,0.487,0.143,0.0584,177.742,314080.0,4.0,Jupiter 4,Sharon Van Etten,art pop,audio_features,74n118P9h9Sz2AwDSc3f8N,spotify:track:74n118P9h9Sz2AwDSc3f8N,https://api.spotify.com/v1/tracks/74n118P9h9Sz2AwDSc3f8N,https://api.spotify.com/v1/audio-analysis/74n118P9h9Sz2AwDSc3f8N,0.0,3.0982813069312e+16
3131,152489.0,0.754,0.37,6.0,-9.854,0.0,0.12,0.403,6.22e-05,0.107,0.228,114.941,193600.0,4.0,Mile High (feat. Travis Scott & Metro Boomin),James Blake,art pop,audio_features,4cQrSREMqBSvJ8ZzBZjVb8,spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,https://api.spotify.com/v1/tracks/4cQrSREMqBSvJ8ZzBZjVb8,https://api.spotify.com/v1/audio-analysis/4cQrSREMqBSvJ8ZzBZjVb8,0.16,3545810724106169.0
82,1945555.0,0.541,0.556,11.0,-6.15,0.0,0.0356,0.465,0.0,0.116,0.106,105.886,215573.0,4.0,A Dangerous Thing,AURORA,art pop,audio_features,0PDlmmYkuQCUAFhMXvtlsU,spotify:track:0PDlmmYkuQCUAFhMXvtlsU,https://api.spotify.com/v1/tracks/0PDlmmYkuQCUAFhMXvtlsU,https://api.spotify.com/v1/audio-analysis/0PDlmmYkuQCUAFhMXvtlsU,-0.6,7.364284159121829e+18
4719,145840.0,0.711,0.931,1.0,-4.042,1.0,0.0323,0.0914,4.41e-05,0.0892,0.775,118.009,145840.0,4.0,Used To Know Me,Charli XCX,art pop,audio_features,5dry5tz8yLcLuOJ3l6ZEQd,spotify:track:5dry5tz8yLcLuOJ3l6ZEQd,https://api.spotify.com/v1/tracks/5dry5tz8yLcLuOJ3l6ZEQd,https://api.spotify.com/v1/audio-analysis/5dry5tz8yLcLuOJ3l6ZEQd,0.0,3101915528704000.0
4953,245627.0,0.562,0.395,0.0,-9.503,1.0,0.0388,0.758,0.0165,0.228,0.37,109.101,245628.0,4.0,Woman - Single Version,Cat Power,art pop,audio_features,1HG8xfsFVtu415WNChKcoa,spotify:track:1HG8xfsFVtu415WNChKcoa,https://api.spotify.com/v1/tracks/1HG8xfsFVtu415WNChKcoa,https://api.spotify.com/v1/audio-analysis/1HG8xfsFVtu415WNChKcoa,-0.07142857142857142,1.4819321221306884e+16
1497,466296.0,0.591,0.534,4.0,-7.929,1.0,0.0424,0.0207,0.0535,0.256,0.51,104.943,233149.0,4.0,Deadly Valentine (Radio Edit),Charlotte Gainsbourg,art pop,audio_features,0NHCPU8QNMJUUdIkd9qhro,spotify:track:0NHCPU8QNMJUUdIkd9qhro,https://api.spotify.com/v1/tracks/0NHCPU8QNMJUUdIkd9qhro,https://api.spotify.com/v1/audio-analysis/0NHCPU8QNMJUUdIkd9qhro,-0.2,1.0138765304110234e+17
4287,197353.0,0.509,0.84,5.0,-4.984,0.0,0.0441,0.0311,0.000169,0.0969,0.336,149.907,197354.0,4.0,Summertime Sadness - Sped Up,Lana Del Rey,art pop,audio_features,78dtqFPt7cvYgS2zTXtZKV,spotify:track:78dtqFPt7cvYgS2zTXtZKV,https://api.spotify.com/v1/tracks/78dtqFPt7cvYgS2zTXtZKV,https://api.spotify.com/v1/audio-analysis/78dtqFPt7cvYgS2zTXtZKV,0.0,7686545418905977.0
4138,3017599.0,0.73,0.483,4.0,-8.565,1.0,0.0879,0.237,7.99e-05,0.31,0.883,87.996,192621.0,4.0,Solar Power,Lorde,art pop,audio_features,7s2kWabRM60W9I61HpKg8C,spotify:track:7s2kWabRM60W9I61HpKg8C,https://api.spotify.com/v1/tracks/7s2kWabRM60W9I61HpKg8C,https://api.spotify.com/v1/audio-analysis/7s2kWabRM60W9I61HpKg8C,0.0,2.7477965974055772e+19
1488,174866.0,0.604,0.56,10.0,-8.617,1.0,0.0786,0.0398,0.000322,0.485,0.266,145.964,219058.0,4.0,Daydreamer,AURORA,art pop,audio_features,6zHEWX6PuCQIRy4rdh777J,spotify:track:6zHEWX6PuCQIRy4rdh777J,https://api.spotify.com/v1/tracks/6zHEWX6PuCQIRy4rdh777J,https://api.spotify.com/v1/audio-analysis/6zHEWX6PuCQIRy4rdh777J,0.0,5347073174493896.0
4722,243003.0,0.709,0.475,6.0,-7.067,1.0,0.031,0.00513,0.579,0.115,0.389,124.987,243004.0,4.0,Utopia,Austra,art pop,audio_features,0OLWYUpvxIMWkQtFXKfZ82,spotify:track:0OLWYUpvxIMWkQtFXKfZ82,https://api.spotify.com/v1/tracks/0OLWYUpvxIMWkQtFXKfZ82,https://api.spotify.com/v1/audio-analysis/0OLWYUpvxIMWkQtFXKfZ82,0.0,1.4349438447561028e+16
2145,1634910.0,0.467,0.119,2.0,-10.99,1.0,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,272485.0,4.0,Happiness is a butterfly,Lana Del Rey,art pop,audio_features,3lG6OtGDsYAOALxEmubQQm,spotify:track:3lG6OtGDsYAOALxEmubQQm,https://api.spotify.com/v1/tracks/3lG6OtGDsYAOALxEmubQQm,https://api.spotify.com/v1/audio-analysis/3lG6OtGDsYAOALxEmubQQm,0.7,4.370001143979771e+18
